125Hz,250Hz,500Hz
93.68700667317734,89.42312749232953,83.98935048626177
93.68362998094973,89.41624363960986,83.97554266236206
93.68025547894467,89.40936365355918,83.9617409514725
93.67688315539999,89.40248751322329,83.94794531913645
93.67351299861603,89.3956151977577,83.9341557310806
93.67014499695522,89.3887466864271,83.92037215321494
93.66677913884182,89.38188195860502,83.90659455163157
93.66341541276172,89.37502099377339,83.89282289260436
93.6600538072622,89.36816377152209,83.87905714258794
93.65669431095148,89.36131027154852,83.86529726821735
93.65333691249872,89.35446047365721,83.85154323630695
93.64998160063354,89.34761435775933,83.8377950138501
93.64662836414593,89.34077190387231,83.82405256801815
93.64327719188572,89.33393309211935,83.81031586615988
93.63992807276267,89.32709790272904,83.79658487580073
93.6365809957459,89.32026631603485,83.78285956464217
93.63323594986382,89.31343831247482,83.76913990056082
93.62989292420366,89.30661387259093,83.7554258516079
93.62655190791146,89.29979297702886,83.74171738600835
93.62321289019158,89.29297560653737,83.72801447216027
93.61987586030658,89.28616174196803,83.71431707863397
93.61654080757681,89.27935136427459,83.70062517417155
93.6132077213803,89.27254445451274,83.68693872768581
93.6098765911524,89.26574099383944,83.67325770825983
93.60654740638552,89.25894096351273,83.65958208514596
93.60322015662885,89.252144344891,83.64591182776536
93.59989483148811,89.24535111943283,83.63224690570705
93.59657142062537,89.2385612686963,83.61858728872731
93.5932499137586,89.23177477433873,83.60493294674876
93.58993030066156,89.22499161811609,83.59128384985988
93.58661257116346,89.21821178188269,83.57763996831402
93.58329671514869,89.2114352475906,83.56400127252881
93.57998272255665,89.20466199728928,83.55036773308538
93.5766705833813,89.19789201312513,83.53673932072759
93.5733602876711,89.19112527734102,83.52311600636133
93.5700518255286,89.18436177227585,83.50949776105374
93.5667451871102,89.17760148036415,83.49588455603246
93.56344036262598,89.17084438413552,83.48227636268498
93.56013734233933,89.16409046621432,83.46867315255777
93.55683611656673,89.15733970931913,83.45507489735559
93.55353667567746,89.15059209626236,83.44148156894079
93.55023901009339,89.14384760994976,83.42789313933251
93.54694311028868,89.13710623338002,83.41430958070595
93.54364896678952,89.13036794964425,83.40073086539165
93.54035657017388,89.1236327419257,83.38715696587474
93.53706591107121,89.11690059349908,83.37358785479418
93.53377698016232,89.11017148773034,83.36002350494205
93.5304897681789,89.10344540807611,83.34646388926281
93.52720426590345,89.09672233808328,83.33290898085251
93.52392046416894,89.09000226138858,83.31935875295812
93.52063835385854,89.0832851617181,83.30581317897679
93.51735792590544,89.0765710228869,83.29227223245505
93.5140791712925,89.06985982879857,83.27873588708815
93.51080208105205,89.06315156344475,83.26520411671933
93.50752664626566,89.05644621090471,83.25167689533893
93.50425285806381,89.04974375534495,83.23815419708396
93.5009807076257,89.04304418101876,83.22463599623705
93.49771018617899,89.03634747226575,83.21112226722597
93.49444128499951,89.02965361351139,83.19761298462274
93.49117399541106,89.0229625892667,83.18410812314298
93.48790830878514,89.01627438412774,83.17060765764523
93.48464421654069,89.00958898277514,83.15711156313012
93.48138171014384,89.00290636997376,83.14361981473971
93.47812078110769,88.99622653057223,83.1301323877568
93.47486142099208,88.9895494495025,83.11664925760417
93.47160362140328,88.98287511177946,83.10317039984383
93.46834737399375,88.9762035025005,83.08969579017644
93.465092670462,88.969534606845,83.07622540444045
93.46183950255221,88.96286841007412,83.06275921861146
93.45858786205409,88.95620489753017,83.04929720880155
93.45533774080258,88.9495440546363,83.03583935125846
93.45208913067762,88.94288586689609,83.02238562236504
93.44884202360396,88.936230319893,83.00893599863839
93.44559641155087,88.9295773992902,82.99549045672931
93.44235228653187,88.92292709082993,82.98204897342146
93.43910964060458,88.91627938033318,82.9686115256308
93.4358684658705,88.90963425369932,82.95517809040479
93.43262875447459,88.90299169690562,82.94174864492174
93.42939049860527,88.89635169600686,82.92832316649015
93.426153690494,88.88971423713497,82.914901632548
93.42291832241526,88.88307930649853,82.90148402066201
93.41968438668601,88.87644689038254,82.88807030852708
93.41645187566579,88.86981697514777,82.87466047396548
93.41322078175628,88.8631895472306,82.86125449492624
93.40999109740112,88.8565645931425,82.84785234948455
93.40676281508571,88.8499420994696,82.83445401584088
93.40353592733699,88.8433220528724,82.82105947232051
93.40031042672317,88.8367044400853,82.80766869737278
93.39708630585352,88.83008924791623,82.79428166957041
93.39386355737818,88.82347646324625,82.7808983676089
93.39064217398791,88.81686607302923,82.76751877030574
93.38742214841386,88.81025806429129,82.75414285659993
93.38420347342733,88.80365242413062,82.7407706055512
93.38098614183966,88.79704913971695,82.72740199633937
93.37777014650189,88.79044819829124,82.71403700826372
93.37455548030456,88.78384958716525,82.70067562074237
93.37134213617759,88.77725329372123,82.68731781331157
93.36813010708993,88.77065930541141,82.67396356562513
93.3649193860494,88.7640676097578,82.66061285745367
93.36170996610255,88.75747819435165,82.64726566868413
93.35850184033433,88.75089104685321,82.63392197931901
93.35529500186797,88.74430615499122,82.62058176947579
93.35208944386471,88.73772350656269,82.60724501938627
93.34888515952358,88.73114308943242,82.59391170939602
93.34568214208127,88.72456489153264,82.58058181996364
93.34248038481186,88.71798890086271,82.5672553316602
93.33927988102666,88.71141510548868,82.5539322251687
93.33608062407386,88.70484349354302,82.54061248128322
93.33288260733858,88.69827405322417,82.52729608090857
93.3296858242424,88.69170677279615,82.51398300505949
93.32649026824336,88.68514164058837,82.50067323486019
93.32329593283568,88.6785786449951,82.48736675154356
93.3201028115495,88.67201777447517,82.47406353645077
93.31691089795078,88.66545901755167,82.46076357103051
93.31372018564102,88.65890236281153,82.44746683683843
93.31053066825716,88.65234779890523,82.43417331553661
93.30734233947126,88.64579531454635,82.42088298889288
93.30415519299041,88.63924489851135,82.40759583878032
93.30096922255649,88.63269653963911,82.39431184717657
93.29778442194595,88.62615022683073,82.38103099616325
93.29460078496966,88.61960594904897,82.36775326792554
93.2914183054727,88.61306369531816,82.35447864475137
93.28823697733418,88.60652345472366,82.341207109031
93.28505679446701,88.5999852164116,82.32793864325643
93.28187775081781,88.5934489695886,82.3146732300207
93.27869984036658,88.58691470352133,82.3014108520175
93.2755230571266,88.58038240753626,82.28815149204047
93.2723473951443,88.57385207101926,82.27489513298268
93.26917284849885,88.56732368341532,82.26164175783612
93.26599941130232,88.56079723422825,82.24839134969105
93.26282707769917,88.55427271302025,82.23514389173548
93.25965584186622,88.54775010941168,82.22189936725465
93.25648569801253,88.5412294130807,82.20865775963043
93.25331664037904,88.53471061376295,82.1954190523408
93.25014866323855,88.52819370125121,82.18218322895929
93.24698176089544,88.52167866539519,82.16895027315445
93.24381592768562,88.51516549610099,82.15572016868931
93.24065115797615,88.50865418333107,82.14249289942083
93.23748744616525,88.50214471710366,82.12926844929936
93.23432478668207,88.49563708749265,82.1160468023681
93.23116317398642,88.48913128462719,82.10282794276266
93.22800260256876,88.48262729869137,82.08961185471037
93.22484306694992,88.47612511992402,82.0763985225299
93.22168456168093,88.46962473861821,82.06318793063069
93.21852708134288,88.46312614512114,82.0499800635124
93.21537062054676,88.4566293298337,82.0367749057644
93.21221517393329,88.45013428321028,82.02357244206536
93.20906073617267,88.4436409957584,82.0103726571825
93.20590730196456,88.43714945803839,81.99717553597141
93.20275486603776,88.43065966066317,81.98398106337523
93.19960342315015,88.42417159429787,81.97078922442435
93.19645296808852,88.41768524965966,81.95760000423583
93.19330349566835,88.4112006175173,81.94441338801289
93.19015500073365,88.40471768869094,81.93122936104447
93.1870074781569,88.39823645405184,81.91804790870471
93.18386092283872,88.39175690452208,81.90486901645242
93.1807153297079,88.38527903107422,81.89169266983063
93.17757069372107,88.37880282473108,81.87851885446611
93.17442700986264,88.37232827656537,81.86534755606888
93.17128427314466,88.36585537769952,81.85217876043171
93.1681424786066,88.35938411930536,81.83901245342969
93.16500162131516,88.35291449260376,81.82584862101967
93.16186169636423,88.34644648886446,81.81268724923987
93.1587226988747,88.33998009940578,81.79952832420938
93.15558462399422,88.33351531559427,81.78637183212766
93.15244746689716,88.32705212884449,81.77321775927413
93.14931122278443,88.32059053061877,81.7600660920077
93.14617588688324,88.3141305124269,81.74691681676623
93.14304145444709,88.30767206582581,81.73376992006618
93.13990792075552,88.30121518241945,81.72062538850207
93.13677528111398,88.29475985385838,81.70748320874608
93.13364353085376,88.28830607183953,81.6943433675476
93.13051266533168,88.28185382810604,81.68120585173271
93.12738267993015,88.27540311444687,81.66807064820387
93.12425357005688,88.26895392269664,81.65493774393926
93.12112533114473,88.26250624473528,81.64180712599261
93.11799795865169,88.25606007248781,81.62867878149255
93.11487144806057,88.24961539792419,81.61555269764224
93.11174579487906,88.24317221305887,81.60242886171898
93.1086209946394,88.23673050995066,81.58930726107369
93.10549704289832,88.23029028070249,81.57618788313056
93.10237393523693,88.22385151746107,81.56307071538657
93.09925166726053,88.21741421241677,81.54995574541117
93.09613023459852,88.21097835780323,81.53684296084565
93.09300963290418,88.2045439458972,81.52373234940292
93.08988985785464,88.19811096901829,81.51062389886701
93.0867709051507,88.1916794195287,81.49751759709267
93.08365277051662,88.185249289833,81.48441343200489
93.08053544970014,88.17882057237789,81.47131139159862
